auroc,auprc,prevalence,brier_score,log_loss,ece,ece_equal_width,ece_equal_mass,calibration_slope,calibration_intercept,intercept_in_the_large,sensitivity_th0.50,specificity_th0.50,ppv_th0.50,npv_th0.50,accuracy_th0.50,true_positives,false_positives,true_negatives,false_negatives,run_id,architecture,loss_type,seed,target,stratum,eval_mode,sample_count
0.5741101174197489,0.3260949366341036,0.26486486196517944,0.2638089060783386,1.8428462743759155,0.2632361054420471,0.2632361054420471,0.2632361100889789,0.17134705185890198,0.20024798810482025,5.768785907595725,0.0,1.0,,0.7351351351351352,0.7351351351351352,0.0,0.0,1768.0,637.0,anchor_densenet121_unweighted_bce_seed123,densenet121,unweighted_bce,123,Edema,ap_view,raw,2405
0.7142062520858828,0.18539991386985077,0.08917835354804993,0.08839554339647293,0.5111127495765686,0.08647260069847107,0.08647260069847107,0.08663066504859107,0.8160542845726013,2.6206889152526855,3.6705784113572775,0.0,1.0,,0.9108216432865731,0.9108216432865731,0.0,0.0,909.0,89.0,anchor_densenet121_unweighted_bce_seed123,densenet121,unweighted_bce,123,Edema,pa_view,raw,998
0.7048236034282187,0.546182950289402,0.3217748999595642,0.24264754354953766,0.8185114860534668,0.21830356255055455,0.21830356255055455,0.21830356258558514,0.5692353844642639,0.7664197087287903,1.8276109568488852,0.06118721461187215,0.99263431542461,0.7976190476190477,0.69026815305815,0.6929180135174846,67.0,17.0,2291.0,1028.0,anchor_densenet121_unweighted_bce_seed2026,densenet121,unweighted_bce,2026,Pleural Effusion,all_frontal,raw,3403
0.6664635650797662,0.5104450563731261,0.3580041527748108,0.2874065637588501,0.984096348285675,0.2686301304991676,0.2686301304991676,0.26671678308637625,0.450187623500824,0.6893555521965027,2.147822980763573,0.015098722415795587,0.9935233160621761,0.5652173913043478,0.6439966414777498,0.6432432432432432,13.0,10.0,1534.0,848.0,anchor_densenet121_unweighted_bce_seed2026,densenet121,unweighted_bce,2026,Pleural Effusion,ap_view,raw,2405
0.8723206694410882,0.7047057149128546,0.23446893692016602,0.13478639721870422,0.41948190331459045,0.10163644583287364,0.10163644583287364,0.10708794794334676,1.2394286394119263,1.3908182382583618,0.949431372761693,0.23076923076923078,0.9908376963350786,0.8852459016393442,0.807897545357524,0.812625250501002,54.0,7.0,757.0,180.0,anchor_densenet121_unweighted_bce_seed2026,densenet121,unweighted_bce,2026,Pleural Effusion,pa_view,raw,998
0.508085396603795,0.2788187456032508,0.26329708099365234,0.23634104430675507,0.8872852325439453,0.19686603272903536,0.19686603272903536,0.1980447238494535,0.02246033027768135,-0.9675590395927429,1.0457188295606206,0.07366071428571429,0.93777423214998,0.2972972972972973,0.7390757623388872,0.7102556567734352,66.0,156.0,2351.0,830.0,anchor_densenet121_unweighted_bce_seed2026,densenet121,unweighted_bce,2026,Cardiomegaly,all_frontal,raw,3403
0.5405696096443514,0.3206493306712384,0.3010394871234894,0.26591619849205017,1.0466989278793335,0.23184110315326842,0.23184110315326842,0.2256816207371234,0.07578395307064056,-0.5933011174201965,1.9920611119120237,0.006906077348066298,0.9898869720404521,0.22727272727272727,0.6982794796475031,0.693970893970894,5.0,17.0,1664.0,719.0,anchor_densenet121_unweighted_bce_seed2026,densenet121,unweighted_bce,2026,Cardiomegaly,ap_view,raw,2405
0.6660179345683879,0.31943077162555644,0.17234468460083008,0.16507020592689514,0.5031271576881409,0.1413967693728471,0.1413967693728471,0.13796215258792552,0.4774830937385559,-1.1079095602035522,-0.8427966489884954,0.3546511627906977,0.8317191283292978,0.305,0.8609022556390977,0.749498997995992,61.0,139.0,687.0,111.0,anchor_densenet121_unweighted_bce_seed2026,densenet121,unweighted_bce,2026,Cardiomegaly,pa_view,raw,998
0.6108689588503546,0.15861324728385667,0.10049956291913986,0.09737903624773026,0.47042351961135864,0.08870621373022511,0.08870621373022511,0.08870621071321068,0.3821646273136139,-0.37246251106262207,2.3464500598617457,0.0,1.0,,0.8995004407875404,0.8995004407875404,0.0,0.0,3061.0,342.0,anchor_densenet121_unweighted_bce_seed2026,densenet121,unweighted_bce,2026,Pneumonia,all_frontal,raw,3403
0.5706859771769301,0.11857962996743751,0.08856549113988876,0.08673050254583359,0.4470268189907074,0.07951090054241883,0.07951090054241883,0.07951090371627322,0.246893510222435,-1.0787911415100098,2.459413622370909,0.0,1.0,,0.9114345114345115,0.9114345114345115,0.0,0.0,2192.0,213.0,anchor_densenet121_unweighted_bce_seed2026,densenet121,unweighted_bce,2026,Pneumonia,ap_view,raw,2405
