architecture,target,temporal_bin,calibration_method,metric,unweighted_mean,weighted_mean,difference
resnet50,Edema,T2_2016,raw,auroc,0.8999070883821765,0.8424131857070961,-0.057493902675080366
resnet50,Edema,T3_2017,raw,brier_score,1.7685461713574025e-05,0.06349811479763434,0.06348042933592077
resnet50,Edema,T3_2017,raw,log_loss,0.0016100181433714663,0.2017621399547545,0.20015212181138303
resnet50,Edema,T3_2017,raw,ece_equal_mass,0.0016010235585601192,0.14903586527939544,0.14743484172083532
resnet50,Edema,T3_2017,raw,auroc,,,
resnet50,Edema,T1_2015,temperature,brier_score,0.002148186443402784,0.048661489878067135,0.04651330343466435
resnet50,Edema,T1_2015,temperature,log_loss,0.01825068608040195,0.1555375604209685,0.13728687434056655
resnet50,Edema,T1_2015,temperature,ece_equal_mass,0.002950371136445553,0.09572446876322219,0.09277409762677663
resnet50,Edema,T1_2015,temperature,auroc,0.47811666666666663,0.5270666666666667,0.04895000000000005
resnet50,Edema,T2_2016,temperature,brier_score,0.0032256420365327446,0.05434993755517902,0.05112429551864628
resnet50,Edema,T2_2016,temperature,log_loss,0.01834846168998951,0.16303993436913605,0.14469147267914653
resnet50,Edema,T2_2016,temperature,ece_equal_mass,0.001988917658524303,0.10487965180330534,0.10289073414478105
resnet50,Edema,T2_2016,temperature,auroc,0.8999070883821765,0.8424131857070961,-0.057493902675080366
resnet50,Edema,T3_2017,temperature,brier_score,4.1384168678303064e-05,0.05370359047699491,0.053662206308316605
resnet50,Edema,T3_2017,temperature,log_loss,0.0028989821612860917,0.15992722092774536,0.15702823876645927
resnet50,Edema,T3_2017,temperature,ece_equal_mass,0.002877843497246219,0.10830220619603359,0.10542436269878737
resnet50,Edema,T3_2017,temperature,auroc,,,
resnet50,Edema,T1_2015,offset,brier_score,0.0021461495318103587,0.002314363272281416,0.00016821374047105726
resnet50,Edema,T1_2015,offset,log_loss,0.01801466318289209,0.025416388920511217,0.007401725737619127
resnet50,Edema,T1_2015,offset,ece_equal_mass,0.0029150020988254572,0.0034708508794422865,0.0005558487806168293
resnet50,Edema,T1_2015,offset,auroc,0.50745,0.35196666666666665,-0.1554833333333333
resnet50,Edema,T2_2016,offset,brier_score,0.003226095270009285,0.0032834813244816538,5.738605447236887e-05
resnet50,Edema,T2_2016,offset,log_loss,0.01851151975322782,0.02060635670696027,0.00209483695373245
resnet50,Edema,T2_2016,offset,ece_equal_mass,0.0018916169149569247,0.0017088432034617718,-0.00018277371149515295
resnet50,Edema,T2_2016,offset,auroc,0.8999070883821765,0.8424131857070961,-0.057493902675080366
resnet50,Edema,T3_2017,offset,brier_score,2.9973530057808595e-05,0.00011252058274472975,8.254705268692116e-05
resnet50,Edema,T3_2017,offset,log_loss,0.002177747962823422,0.002320493798251174,0.00014274583542775183
resnet50,Edema,T3_2017,offset,ece_equal_mass,0.0021624414364516216,0.0022404875617169214,7.804612526529989e-05
resnet50,Edema,T3_2017,offset,auroc,,,
resnet50,Edema,T1_2015,platt,brier_score,0.002124531081845124,0.025600363127655425,0.023475832045810302
resnet50,Edema,T1_2015,platt,log_loss,0.018035112064412495,0.08956028608528595,0.07152517402087345
resnet50,Edema,T1_2015,platt,ece_equal_mass,0.0027319213586598926,0.056323338068265075,0.05359141670960518
resnet50,Edema,T1_2015,platt,auroc,0.48841666666666667,0.49916666666666665,0.010749999999999982
resnet50,Edema,T2_2016,platt,brier_score,0.003244147675233942,0.02443846910801297,0.02119432143277903
resnet50,Edema,T2_2016,platt,log_loss,0.020862206487455175,0.08137378606502704,0.06051157957757187
resnet50,Edema,T2_2016,platt,ece_equal_mass,0.003608813845069272,0.04814355373044328,0.04453473988537401
resnet50,Edema,T2_2016,platt,auroc,0.8999070883821765,0.8424131857070961,-0.057493902675080366
resnet50,Edema,T3_2017,platt,brier_score,5.2857844572070505e-06,0.021614684872706097,0.02160939908824889
resnet50,Edema,T3_2017,platt,log_loss,0.0021562039734838293,0.06625881391454982,0.064102609941066
resnet50,Edema,T3_2017,platt,ece_equal_mass,0.0021535560288773324,0.04812196255522233,0.045968406526345
resnet50,Edema,T3_2017,platt,auroc,,,
resnet50,Pleural Effusion,T1_2015,raw,brier_score,0.036949850992402083,0.1196457799054595,0.08269592891305742
resnet50,Pleural Effusion,T1_2015,raw,log_loss,0.12764104511303173,0.38642713843457377,0.258786093321542
resnet50,Pleural Effusion,T1_2015,raw,ece_equal_mass,0.017416795911614505,0.2426767501785218,0.22525995426690731
resnet50,Pleural Effusion,T1_2015,raw,auroc,0.9330914481897628,0.8921284473953013,-0.04096300079446147
resnet50,Pleural Effusion,T2_2016,raw,brier_score,0.03605668644965421,0.13601734126277057,0.09996065481311636
resnet50,Pleural Effusion,T2_2016,raw,log_loss,0.1338519382917052,0.4275924924677436,0.2937405541760384
resnet50,Pleural Effusion,T2_2016,raw,ece_equal_mass,0.009339309610824532,0.2659428318427454,0.2566035222319209
resnet50,Pleural Effusion,T2_2016,raw,auroc,0.8808519432952236,0.8591939513916693,-0.02165799190355433
resnet50,Pleural Effusion,T3_2017,raw,brier_score,0.028043400889294134,0.13333284646293822,0.10528944557364409
resnet50,Pleural Effusion,T3_2017,raw,log_loss,0.11261556333495237,0.42191435497507174,0.30929879164011936
resnet50,Pleural Effusion,T3_2017,raw,ece_equal_mass,0.011598840273029695,0.2694672460827853,0.2578684058097556
resnet50,Pleural Effusion,T3_2017,raw,auroc,0.8639740285735731,0.8320526934721145,-0.03192133510145856
resnet50,Pleural Effusion,T1_2015,temperature,brier_score,0.03690803223053387,0.10021277478944848,0.0633047425589146
resnet50,Pleural Effusion,T1_2015,temperature,log_loss,0.12729644643909357,0.316076901695731,0.18878045525663742
resnet50,Pleural Effusion,T1_2015,temperature,ece_equal_mass,0.015336334109488299,0.16551494142117346,0.15017860731168517
resnet50,Pleural Effusion,T1_2015,temperature,auroc,0.9318940812620589,0.8917461128135286,-0.0401479684485303
resnet50,Pleural Effusion,T2_2016,temperature,brier_score,0.03601059159207542,0.12050774375944645,0.08449715216737103
resnet50,Pleural Effusion,T2_2016,temperature,log_loss,0.13283470800150315,0.3726203010317057,0.23978559303020253
resnet50,Pleural Effusion,T2_2016,temperature,ece_equal_mass,0.008562894306108154,0.1948366969576813,0.18627380265157314
resnet50,Pleural Effusion,T2_2016,temperature,auroc,0.8808519432952236,0.8591939513916693,-0.02165799190355433
resnet50,Pleural Effusion,T3_2017,temperature,brier_score,0.02807130576744298,0.11662645626483611,0.08855515049739314
resnet50,Pleural Effusion,T3_2017,temperature,log_loss,0.1118586128386764,0.3653577737453933,0.25349916090671687
resnet50,Pleural Effusion,T3_2017,temperature,ece_equal_mass,0.011816756549171022,0.19541297522876064,0.1835962186795896
resnet50,Pleural Effusion,T3_2017,temperature,auroc,0.8639740285735731,0.8319876398028373,-0.031986388770735785
resnet50,Pleural Effusion,T1_2015,offset,brier_score,0.03625648105530614,0.04103967134086915,0.00478319028556301
resnet50,Pleural Effusion,T1_2015,offset,log_loss,0.126302415196659,0.15088909602118528,0.02458668082452628
resnet50,Pleural Effusion,T1_2015,offset,ece_equal_mass,0.0115439659183607,0.02408790126382897,0.012543935345468271
resnet50,Pleural Effusion,T1_2015,offset,auroc,0.932376432868006,0.887427647259108,-0.04494878560889792
resnet50,Pleural Effusion,T2_2016,offset,brier_score,0.036788618905499955,0.03868536028492123,0.0018967413794212726
resnet50,Pleural Effusion,T2_2016,offset,log_loss,0.1351110212449309,0.14742952219511066,0.01231850095017975
resnet50,Pleural Effusion,T2_2016,offset,ece_equal_mass,0.01411078468987744,0.019862568582387403,0.005751783892509963
resnet50,Pleural Effusion,T2_2016,offset,auroc,0.8808519432952236,0.8591939513916693,-0.02165799190355433
resnet50,Pleural Effusion,T3_2017,offset,brier_score,0.02899805122233107,0.03156119358850711,0.0025631423661760418
resnet50,Pleural Effusion,T3_2017,offset,log_loss,0.11562135493316301,0.12957036590885165,0.013949010975688639
resnet50,Pleural Effusion,T3_2017,offset,ece_equal_mass,0.02003025455560402,0.02167868173568436,0.0016484271800803404
resnet50,Pleural Effusion,T3_2017,offset,auroc,0.8639740285735731,0.8320526934721145,-0.03192133510145856
resnet50,Pleural Effusion,T1_2015,platt,brier_score,0.036006893194375125,0.039488001621225156,0.003481108426850031
resnet50,Pleural Effusion,T1_2015,platt,log_loss,0.12427050267174113,0.14218293548431463,0.0179124328125735
resnet50,Pleural Effusion,T1_2015,platt,ece_equal_mass,0.005002388677319459,0.008356123496449257,0.0033537348191297976
resnet50,Pleural Effusion,T1_2015,platt,auroc,0.9313436329588014,0.8900791624106231,-0.04126447054817828
resnet50,Pleural Effusion,T2_2016,platt,brier_score,0.03805243340286483,0.03933601412459455,0.001283580721729724
resnet50,Pleural Effusion,T2_2016,platt,log_loss,0.13756109994859683,0.1447959102743259,0.007234810325729063
resnet50,Pleural Effusion,T2_2016,platt,ece_equal_mass,0.01790348758271995,0.017301506032889928,-0.0006019815498300232
resnet50,Pleural Effusion,T2_2016,platt,auroc,0.8808519432952236,0.8591939513916693,-0.02165799190355433
resnet50,Pleural Effusion,T3_2017,platt,brier_score,0.02982524579324465,0.032434472632380466,0.0026092268391358156
resnet50,Pleural Effusion,T3_2017,platt,log_loss,0.11697488874208828,0.12959875048305122,0.012623861740962944
resnet50,Pleural Effusion,T3_2017,platt,ece_equal_mass,0.02181257657850754,0.023391190022450534,0.001578613443942993
resnet50,Pleural Effusion,T3_2017,platt,auroc,0.8639740285735731,0.8320526934721145,-0.03192133510145856
resnet50,Pneumonia,T1_2015,raw,brier_score,0.024099972992347285,0.15747386825215395,0.13337389525980667
resnet50,Pneumonia,T1_2015,raw,log_loss,0.10138335767923018,0.4846505527807136,0.38326719510148344
resnet50,Pneumonia,T1_2015,raw,ece_equal_mass,0.01280276828183111,0.3089615937433591,0.29615882546152794
resnet50,Pneumonia,T1_2015,raw,auroc,0.8462493165664298,0.8406314926189173,-0.005617823947512424
resnet50,Pneumonia,T2_2016,raw,brier_score,0.018552005798074585,0.1583212753317624,0.13976926953368782
resnet50,Pneumonia,T2_2016,raw,log_loss,0.07961050555132329,0.48370191309472715,0.4040914075434039
resnet50,Pneumonia,T2_2016,raw,ece_equal_mass,0.009189853964926898,0.3148584303874993,0.3056685764225724
resnet50,Pneumonia,T2_2016,raw,auroc,0.8688700879727401,0.8464161473381444,-0.022453940634595715
resnet50,Pneumonia,T3_2017,raw,brier_score,0.018977133203556998,0.1592599463976055,0.1402828131940485
resnet50,Pneumonia,T3_2017,raw,log_loss,0.07992378696008225,0.48736937346752435,0.4074455865074421
resnet50,Pneumonia,T3_2017,raw,ece_equal_mass,0.010512996994841494,0.3145304050579967,0.3040174080631552
resnet50,Pneumonia,T3_2017,raw,auroc,0.8830930427493713,0.8377986169321039,-0.04529442581726739
resnet50,Pneumonia,T1_2015,temperature,brier_score,0.0238267111977424,0.15449117459649503,0.13066446339875262
resnet50,Pneumonia,T1_2015,temperature,log_loss,0.09904495858743126,0.47508027473766723,0.376035316150236
resnet50,Pneumonia,T1_2015,temperature,ece_equal_mass,0.010266479452291649,0.2946702303057585,0.28440375085346686
resnet50,Pneumonia,T1_2015,temperature,auroc,0.8392154182613449,0.840494805904866,0.0012793876435210905
resnet50,Pneumonia,T2_2016,temperature,brier_score,0.018396356175284293,0.1547084389888601,0.13631208281357582
resnet50,Pneumonia,T2_2016,temperature,log_loss,0.07914733724513132,0.47123030796464793,0.3920829707195166
resnet50,Pneumonia,T2_2016,temperature,ece_equal_mass,0.008278736185554483,0.3001855639024803,0.29190682771692583
resnet50,Pneumonia,T2_2016,temperature,auroc,0.868868873327028,0.8464161473381444,-0.022452725988883593
resnet50,Pneumonia,T3_2017,temperature,brier_score,0.018784824805936153,0.155671036952425,0.13688621214648886
resnet50,Pneumonia,T3_2017,temperature,log_loss,0.07933399963780591,0.4751527235969871,0.3958187239591812
resnet50,Pneumonia,T3_2017,temperature,ece_equal_mass,0.009424652954565252,0.3001351637919199,0.29071051083735466
resnet50,Pneumonia,T3_2017,temperature,auroc,0.8830930427493713,0.8377986169321039,-0.04529442581726739
resnet50,Pneumonia,T1_2015,offset,brier_score,0.02381029991832545,0.02371671746643406,-9.358245189139067e-05
resnet50,Pneumonia,T1_2015,offset,log_loss,0.09865680878457331,0.09988943464025488,0.0012326258556815683
resnet50,Pneumonia,T1_2015,offset,ece_equal_mass,0.007232495867526875,0.010134361954352931,0.0029018660868260562
resnet50,Pneumonia,T1_2015,offset,auroc,0.840784581738655,0.8325888463641334,-0.008195735374521562
resnet50,Pneumonia,T2_2016,offset,brier_score,0.018422282488942204,0.018574921585088486,0.00015263909614628146
resnet50,Pneumonia,T2_2016,offset,log_loss,0.07859166876678315,0.08166753119443831,0.00307586242765516
resnet50,Pneumonia,T2_2016,offset,ece_equal_mass,0.007228473783130686,0.00799582571292061,0.0007673519297899233
resnet50,Pneumonia,T2_2016,offset,auroc,0.868868873327028,0.8464161473381444,-0.022452725988883593
resnet50,Pneumonia,T3_2017,offset,brier_score,0.01873823108128905,0.019306435334396285,0.0005682042531072358
resnet50,Pneumonia,T3_2017,offset,log_loss,0.07853360268344019,0.08476181074259583,0.006228208059155638
resnet50,Pneumonia,T3_2017,offset,ece_equal_mass,0.007669253268829833,0.010183318974140158,0.0025140657053103243
resnet50,Pneumonia,T3_2017,offset,auroc,0.8830930427493713,0.8377986169321039,-0.04529442581726739
resnet50,Pneumonia,T1_2015,platt,brier_score,0.02400566781411173,0.02389562156177864,-0.00011004625233309098
resnet50,Pneumonia,T1_2015,platt,log_loss,0.09922191370642817,0.09981946676386609,0.0005975530574379162
resnet50,Pneumonia,T1_2015,platt,ece_equal_mass,0.006064895627075931,0.007639546580957531,0.0015746509538816
resnet50,Pneumonia,T1_2015,platt,auroc,0.8368507381082558,0.8266429743028978,-0.010207763805358039
resnet50,Pneumonia,T2_2016,platt,brier_score,0.018420211759647004,0.018566928467238127,0.0001467167075911227
resnet50,Pneumonia,T2_2016,platt,log_loss,0.07807499257720049,0.08092943884153207,0.002854446264331581
resnet50,Pneumonia,T2_2016,platt,ece_equal_mass,0.0064789558591665,0.006613033712452435,0.00013407785328593477
resnet50,Pneumonia,T2_2016,platt,auroc,0.868868873327028,0.8464161473381444,-0.022452725988883593
resnet50,Pneumonia,T3_2017,platt,brier_score,0.018712225466601937,0.019329605631758038,0.0006173801651561013
resnet50,Pneumonia,T3_2017,platt,log_loss,0.07807344882594669,0.08426459371591308,0.006191144889966388
resnet50,Pneumonia,T3_2017,platt,ece_equal_mass,0.006985001810068286,0.009823448072313246,0.00283844626224496
resnet50,Pneumonia,T3_2017,platt,auroc,0.8830930427493713,0.8377986169321039,-0.04529442581726739
