coverage,retained_samples,deferred_samples,p_defer_given_pos,p_defer_given_neg,retained_positives,retained_prevalence,automated_false_negatives,automated_false_positives,sensitivity_retained,specificity_retained,ppv_retained,npv_retained,brier_score,ece,ece_equal_width,ece_equal_mass,auroc,auprc,architecture,loss_type,seed,target,temporal_bin,calibration_method,threshold_method,threshold_value
0.5,940,939,1.0,0.47191011235955055,0.0,0.0,0.0,0.0,,1.0,,1.0,7.652295049139067e-05,0.00810495044239902,0.008104950442399018,0.00810495044239902,,,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,offset,fixed_0.5,0.5
0.6,1128,751,1.0,0.36629213483146067,0.0,0.0,0.0,0.0,,1.0,,1.0,0.00011544526789212298,0.009678508485886805,0.009678508485886804,0.009678508485886805,,,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,offset,fixed_0.5,0.5
0.7,1316,563,0.98989898989899,0.2612359550561798,1.0,0.0007598784194528875,1.0,0.0,0.0,1.0,,0.9992401215805471,0.0009071228243581856,0.01109009434831788,0.01109009434831788,0.01109009434831788,0.9650190114068441,0.02127659574468085,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,offset,fixed_0.5,0.5
0.8,1504,375,0.8686868686868687,0.16235955056179777,13.0,0.008643617021276596,13.0,0.0,0.0,1.0,,0.9913563829787234,0.008337719640508105,0.014377095257973871,0.006609567036042117,0.014377095257973871,0.939121910952897,0.06953702292582736,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,offset,fixed_0.5,0.5
0.9,1692,187,0.7474747474747475,0.06348314606741573,25.0,0.014775413711583925,25.0,0.0,0.0,1.0,,0.985224586288416,0.014185255188711585,0.015629438777787427,0.007479051015741271,0.015629438777787427,0.8879664067186562,0.10057962162950601,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,offset,fixed_0.5,0.5
1.0,1879,0,0.0,0.0,99.0,0.05268759978712081,72.0,15.0,0.2727272727272727,0.9915730337078652,0.6428571428571429,0.9608056614044638,0.03333535184200216,0.019674242763513268,0.012802391964627017,0.019674242763513268,0.9451140619679945,0.5364085198551407,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,offset,fixed_0.5,0.5
0.5,940,939,0.8383838383838383,0.48089887640449436,16.0,0.01702127659574468,0.0,8.0,1.0,0.9913419913419913,0.6666666666666666,1.0,0.006087990089231351,0.006389808970159213,0.008411621559615222,0.006389808970159213,0.9950622294372294,0.6822344635881534,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,platt,youden_validation,0.027316883206367493
0.6,1128,751,0.696969696969697,0.3831460674157303,30.0,0.026595744680851064,0.0,15.0,1.0,0.9863387978142076,0.6666666666666666,1.0,0.00970210548316578,0.006015090274015065,0.010801199504353045,0.006015090274015065,0.9916211293260474,0.6513283074693345,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,platt,youden_validation,0.027316883206367493
0.7,1316,563,0.494949494949495,0.28876404494382024,50.0,0.037993920972644375,1.0,31.0,0.98,0.9755134281200631,0.6125,0.9991909385113269,0.01619664613267612,0.008144122752968554,0.013681559012836558,0.008144122752968554,0.9880252764612955,0.6432934282397924,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,platt,youden_validation,0.027316883206367493
0.8,1504,375,0.2727272727272727,0.19550561797752808,72.0,0.047872340425531915,1.0,113.0,0.9861111111111112,0.9210893854748603,0.3858695652173913,0.9992424242424243,0.024823138023788677,0.011252598509225796,0.0166183679648513,0.011252598509225796,0.9799813780260708,0.6117040466576268,densenet121,unweighted_bce,ensemble,Pleural Effusion,T1_2015,platt,youden_validation,0.027316883206367493
